source,target
30672,34729
71399,7971
6669,4357
16510,20819
2192,26084
4007,3703
6040,2285
1023,5636
2471,3071
18530,4454
67487,47003
2502,1112
6489,7963
4388,418
5335,7744
6496,12902
7661,28160
650,63
33630,4041
1314,5640
7027,138
5835,3655
51634,18955
55086,17240
58425,58426
6670,1620
28164,24102
11315,539
692,198
15798,20559
17422,3507
3921,3503
6812,1274
2096,418
71,1112
279,3403
6320,8827
652,6860
58754,33300
1285,426
4573,25979
55621,18169
25256,1274
8754,18
874,8648
1630,2241
1742,3256
2118,1276
1024,2871
3527,72507
41491,14524
72247,44
788,102
2747,4420
10202,71498
11683,6055
37781,14490
35506,4485
14734,782
3134,780
300,599
3885,4967
832,794
32613,63623
18116,3429
1731,918
1401,6014
13079,13156
3099,103
2067,4041
2249,8335
971,7709
15592,4282
14869,10422
23250,5659
24232,60209
33165,20396
22899,3534
203,249
20888,5539
808,15025
349,1247
2169,738
5101,2866
10630,48418
14720,2950
824,624
206,1609
2748,7050
2070,1399
19286,33729
12542,5982
8770,4978
7932,7253
6431,59
3924,44202
1227,17957
6489,4078
44202,20556
2725,2712
8029,8913
59685,23480
31787,18825
2287,8559
647,4321
17944,55492
55094,17251
3838,1397
5896,39803
4031,2964
26180,2652
1489,112
10560,39876
5674,3507
3131,2231
2100,2970
1678,669
2248,25370
25393,93
1507,20479
32043,23676
13590,4255
1752,3546
25400,2065
7565,43908
402,104
15712,6455
9189,400
17366,1149
5251,32460
5726,141
43787,7505
301,4115
15879,1911
25652,6704
465,685
39927,5952
624,6330
2070,4346
2065,1658
6242,2867
2236,3280
907,2408
7959,34498
24289,59994
7031,776
2023,975
8945,1268
569,1466
715,2553
54478,16415
27098,2419
2869,5947
34868,4356
8065,1572
15146,11837
71399,5415
65991,40495
112,2810
6767,7083
408,4338
6302,6332
9819,2113
5282,116
656,136
3850,32620
1532,11001
1234,3580
1018,2871
119,237
3124,15320
51749,13267
560,199
23302,11246
10335,2827
1835,19387
1720,13255
3161,4532
1476,2049
1745,7693
312,2075
2285,4046
31038,3428
25947,4186
8592,719
3536,440
38447,4415
1755,634
5162,31262
11202,4458
8560,3535
7618,9332
15235,5953
28,1629
24552,1893
1247,4123
74,165
3047,9769
2476,310
6799,5639
2038,4939
7050,6680
48902,1749
4807,71
4128,4037
2270,26563
3867,8370
627,127
8719,22954
2706,128
824,944
4202,2631
1263,101
375,97
824,19996
7163,0
15537,14866
5704,3220
16050,3510
1850,1845
452,2464
620,597
39673,20072
24180,1850
3805,6653
7769,12269
10794,48687
65,4
10547,3832
7971,25787
10281,11551
2950,14723
12899,3933
286,78
3415,14955
7254,5933
12,653
14367,2239
2164,7394
2544,2975
5588,7770
3512,12721
654,2514
7426,2969
4403,2052
2867,8002
11236,11245
4972,12945
645,534
60741,25200
4160,34074
1634,21903
1735,169
29115,29116
2747,586
7077,4832
78,883
5967,9170
11609,2499
1487,8749
348,3483
5384,2287
1495,1635
5275,4837
763,74046
14954,40
63,4055
1626,3932
29327,2982
645,383
1059,576
2937,71399
6765,18346
2709,10489
6768,4974
848,238
15379,2255
6023,1445
22141,1647
18223,55660
4363,409
987,1390
352,2464
1631,1438
17012,11190
2205,931
24617,50029
3895,2290
2366,8333
50740,4415
10646,48427
16859,4416
4805,1659
8797,8795
9071,6420
8727,3906
2408,2644
21769,1622
1714,2249
516,26
10489,2969
22623,49
51781,13283
7635,5967
236,4695
3485,118
2630,5719
350,216
29855,35446
1472,1892
53656,15595
340,1755
13387,1507
43196,7248
6624,4384
7971,44800
6417,2239
4237,34451
5309,12896
8620,11478
763,36194
233,402
12913,24038
6592,5038
2515,57
2161,1510
1626,1665
46610,9102
10259,47855
375,401
9898,47549
1662,2115
4334,4067
2895,874
584,2040
34691,4847
1540,415
2827,1179
54767,65506
5128,766
22872,22879
1469,1621
56381,19073
63847,33315
5930,565
2289,11203
637,12470
1465,3112
7771,6398
616,797
5182,10974
35152,12112
26355,90
11075,23977
4123,4046
13243,1178
1642,2227
11147,8754
201,45
1233,4806
31923,49133
19741,4412
8542,653
878,185
11844,19136
3499,3510
3687,2559
301,4614
1510,4544
4249,634
17099,1035
3527,31713
5679,4319
2189,1537
28157,20612
20758,57875
2072,1587
456,72
29919,45026
6004,21678
831,791
7915,1540
342,3652
21310,33835
10770,5206
27702,2561
2153,1527
14374,763
6291,10234
960,550
11582,862
7661,303
55866,18529
427,1918
738,4170
5793,3838
3833,2249
6638,440
2147,634
711,947
3621,10803
21292,1840
6136,2101
2234,5680
60228,24273
132,345
1910,2827
7013,1192
13822,2995
32086,10313
24576,8784
2410,27067
169,1909
1299,18414
645,72
657,93
10577,1719
10170,408
4073,1024
279,310
493,449
57106,19826
13500,120
139,4070
7372,2685
2066,2189
17981,16892
3927,30474
56556,19281
5248,2873
5263,2061
7821,1621
2093,5563
1014,780
6597,791
1748,723
1727,1817
5144,8171
6385,6490
10252,18983
1835,2696
770,2647
6160,860
67420,46658
1177,3275
107,1558
22240,1658
637,1440
9639,4700
10979,8164
1518,28
28793,3284
14849,999
661,1431
3178,333
8789,11478
909,2042
20142,2174
5594,2152
1370,2065
9076,28040
2111,3901
19463,1401
30487,3284
1849,24136
1629,4162
1273,50
143,1558
44067,45437
728,441
8082,11860
2305,719
57977,20884
6776,42169
7872,1447
4939,2075
3962,1619
18298,1945
13948,52258
3557,1179
17169,22954
4197,3149
9511,47163
563,390
11967,9294
11766,49909
3394,1225
41991,19280
4122,2308
43527,43528
1529,2637
19048,44201
14473,5781
53907,53908
19887,1539
7642,1719
2335,993
13596,699
238,4039
9458,5286
887,6
1258,455
2151,2754
5229,3463
1755,1613
768,4
20590,3077
4832,4167
110,141
4976,5275
12192,7912
19233,16653
2197,26116
1831,132
3842,53
10589,103
1396,973
10156,12736
14973,8170
3540,1
576,401
6489,225
4375,7153
8805,2985
20829,32877
3597,11468
11289,49417
2167,3138
21366,3069
1056,193
19567,3783
8953,4454
725,5058
982,117
32057,17684
892,452
735,61
2482,2496
3216,11226
12601,3666
5214,14489
970,2497
1321,18635
51356,68369
7620,2146
4400,2162
4728,36327
15610,3398
6742,4053
2345,3376
25998,61131
1390,790
1359,1305
1760,645
27232,2444
31353,14559
418,2115
15592,53644
156,689
1961,81
2063,7658
4947,790
154,4709
2248,6875
1475,20137
66872,44129
25738,8374
1346,6291
1059,42074
55402,17791
68016,49411
19871,34132
19177,1408
1883,9366
41962,143
1207,4123
11179,35
2565,10558
8025,15226
63728,32956
2145,76
956,720
946,849
36594,11188
4511,21980
14293,763
3924,18748
691,4325
543,2270
15706,5267
1032,40
12948,11763
50141,50139
1450,557
2067,1673
1815,7806
16939,5035
22832,20181
17912,4302
22459,38497
7372,23976
1537,1236
41089,6480
34991,4373
4001,55
335,68
31925,38961
26037,26034
119,751
1532,29
357,751
56349,19042
5100,7875
19360,18
4430,71403
3263,9845
5232,9080
212,26
25928,61081
16756,18
4242,3830
1731,4485
15540,2111
127,375
9588,4357
54638,55251
14771,61
11860,29
3234,115
23916,52028
70319,63991
4397,2650
1867,1432
2980,7688
16652,3923
10626,883
3952,2707
6636,5511
3951,20562
8163,12940
704,13684
10321,34901
442,395
2217,4423
1443,10271
6962,2065
5227,6760
2286,9102
2646,3836
4549,21539
8717,6501
286,2602
8135,883
8994,315
20806,20802
3551,45
21993,4017
46177,16332
1059,4693
1455,5958
1400,993
10846,48743
5241,2244
4381,4385
14446,12004
1022,4216
3548,1211
2948,25014
3133,1391
1272,116
5934,4567
11568,49678
4851,36541
1896,1254
730,104
391,1008
3391,5142
53421,15262
5772,1020
9544,850
15419,2344
9508,3457
4929,4064
69256,56657
9771,18152
22610,1715
2232,1712
33742,8432
814,4950
43371,41678
5539,11226
19475,16030
8158,370
2503,777
6242,3601
2230,454
1511,4357
3826,1165
4405,63
9633,370
30485,34520
6172,3984
9552,365
93,165
551,1754
53298,23973
4168,1719
4607,1566
1850,23991
2928,1296
1764,6368
8705,2708
2673,849
381,286
390,1
1430,4177
6774,6478
13094,1446
21523,37896
41175,63678
4193,563
16856,1185
1533,702
2146,15800
16651,1753
34,2903
39658,65740
1008,33
5724,1164
1577,4123
14414,11677
3262,135
17103,1035
771,8135
15922,53957
6482,41092
3585,654
356,4170
4512,5969
396,27
2394,3540
20414,10681
2528,1390
279,2326
75075,1749
2833,1024
725,1108
5113,2425
1221,17876
7983,15162
13648,20153
11956,4047
951,2217
36939,4931
16248,54309
11171,5758
14107,3534
746,3618
1324,18658
726,13101
607,2
5275,452
30517,3301
2428,1083
10551,32691
47777,10176
512,3434
24208,43397
873,4558
1224,4231
19741,6455
10506,48226
6563,1910
9753,19049
329,789
356,9481
319,6
1613,2708
20464,9140
5916,9508
32627,4198
17238,14493
495,681
1692,5847
2034,2227
5868,6470
32923,42151
9768,4168
1789,2211
4255,791
66190,41257
4839,122
2549,4577
74977,127
6114,402
32111,6819
1683,2120
41097,25520
4092,12905
13055,5276
644,443
1735,77
10488,1621
5973,7429
3924,766
9397,1024
11478,22955
2475,634
4120,1909
7905,4202
34595,4278
65,654
1540,9293
4318,100
12810,6303
165,27
3512,723
8734,40342
5972,40100
31119,3979
58022,69476
11167,19745
49505,31604
1663,717
14992,17942
112,2065
10554,10434
2112,2995
3277,5387
7774,7773
10432,429
8719,16894
8023,1179
5539,1836
2423,5118
20949,15945
398,223
8734,2169
5833,3065
1587,447
3519,1776
6797,42201
71790,790
6595,8749
4829,791
6344,680
5624,408
2028,6047
30049,8572
10293,1206
2957,658
135,1111
40305,63718
56184,56186
8777,20559
165,2562
2511,4354
74,51
7066,7767
9412,4508
1678,4416
2055,2065
6874,1857
9738,790
2646,1399
1501,20389
3992,3994
8789,13832
3135,3939
32892,63698
4394,143
49641,11555
42613,51099
20559,8712
7120,3891
449,1288
16959,21605
1749,6865
9690,5189
748,1166
12346,7199
4039,1617
4007,6507
3292,13585
10413,9362
5338,3971
9412,8419
64027,64026
2316,16441
8293,1552
61875,48707
3924,11201
4768,2939
3523,1778
4787,4003
10313,7630
8938,20381
47944,18
9740,47434
18122,11408
6491,2471
32577,3837
19320,790
3259,11094
14081,743
5227,3293
985,569
64647,35435
3112,9845
770,13694
12302,21955
4053,3938
1152,721
50066,27049
3984,1620
26480,4791
3039,1789
1627,12301
748,339
6000,1814
3942,7804
9356,3428
34981,4368
9155,135
71399,413
10109,19737
54963,43312
43925,7572
30627,62823
5855,1549
3346,2106
2685,10306
1263,387
12551,4080
15948,973
6820,15583
4853,29876
24931,11884
1384,559
35274,4426
1059,2607
62000,28324
20250,1020
32689,18003
1554,1460
3398,10314
341,1976
72978,21
62753,30448
10431,13798
1247,725
1702,3685
35042,4399
1377,109
16504,3281
3064,25203
14954,3138
9138,19
1210,2046
2635,8379
37613,40891
11619,7816
634,4867
42897,7047
27596,64
3536,31824
634,10045
1738,2083
1163,1259
18774,1756
20839,735
12793,30757
1228,1516
2958,8477
394,360
17261,49538
60207,24225
2704,12803
1448,63
10548,3588
4557,441
404,1471
779,702
4657,8857
4010,172
20097,57316
8588,22359
785,91
18187,9459
4893,10068
1740,6144
28,546
14795,3939
75588,74107
2216,1069
5316,4339
16118,4412
44348,7724
52111,13710
12967,652
8680,9168
1030,14526
1835,73994
1472,1429
24330,1860
2432,8169
3687,1312
2088,1304
15796,1405
437,1
25511,28447
10562,8733
545,386
5232,73483
12578,23676
4326,34
7427,3866
37618,19332
11581,3501
16015,54041
45728,8588
283,637
28648,2750
63946,33597
2366,2933
5845,1762
14251,756
39829,6966
2908,61
43550,7408
32306,12577
225,2118
17419,1161
1641,121
31192,63039
9477,1753
637,2995
52608,14490
23891,59967
68727,53307
11422,699
36429,4791
3167,357
50956,21067
297,388
37,122
4050,26146
15671,33404
13335,8424
965,1275
38783,918
1720,3248
1918,4423
8196,36284
3570,8880
10792,2244
3519,4162
3496,1440
16757,1008
47438,9743
1580,18156
43450,12652
1221,395
8548,1850
1236,10
1012,1753
30474,11644
1172,2536
4010,6144
2252,6075
21813,3415
8280,4178
5156,2186
3075,2060
15818,19299
637,2365
50,1263
1733,22970
1445,1200
6571,850
3510,31518
14724,20842
1198,329
24465,443
1483,694
2559,2337
7522,6698
11199,3410
15528,3455
57263,20026
6623,20016
34053,726
4583,586
5376,8989
4251,3428
4313,1
6558,143
1725,14888
717,375
590,1752
1894,2113
1030,16836
670,1173
44929,8065
4929,694
31,2787
466,10
4075,422
609,802
7894,7253
6508,3936
4565,320
61361,26560
2162,3866
4354,4380
6036,21982
8809,9753
3090,1906
44,697
3173,704
16210,955
4957,2229
13123,1635
751,102
449,283
17166,15950
661,9819
6855,92
5758,39416
2232,2062
6623,4760
18834,12811
543,1036
34471,34466
19272,56554
16259,965
20126,15941
4300,4342
6795,7106
6000,40215
629,71929
15528,1
30318,3234
49207,11198
3510,31525
1813,23488
14329,1272
2814,670
3652,850
64676,35516
1574,3277
6326,1178
2064,689
4306,8791
22898,55991
5500,3540
5278,18
6965,10840
19999,6017
10314,3703
38879,38869
1533,10855
8313,4828
8027,9130
3693,1990
7421,6493
20106,4963
3044,447
21750,1621
4345,107
10273,1397
24190,15638
5542,3871
40264,6004
7562,2969
1572,1606
10413,11756
7896,58
950,81
10438,143
1604,5253
1167,546
30973,10347
4918,11330
1170,2481
447,1271
35508,4485
600,5829
23101,1749
4607,5156
2636,7512
638,8351
15954,20810
2043,431
154,1064
4269,1495
32331,63493
11111,11712
7765,881
500,2128
18084,5883
2652,1179
8805,1730
7412,17486
32059,32091
558,1014
31402,20985
8018,2969
214,4411
66128,790
419,2908
8156,6175
1409,13
827,4788
6958,28450
1648,2159
4582,35910
429,2264
4093,4969
8373,2075
7407,738
3915,18
6156,1029
11581,13265
85,172
6285,3882
1596,300
4376,4374
22,612
72028,3281
2860,28867
7270,4679
723,30
356,9473
3921,24212
970,2892
8777,3828
546,4197
11761,573
443,407
43969,7579
56147,22761
645,3115
43387,29435
6824,1440
135,3809
2432,29
1806,10255
652,1445
25876,3966
1717,199
25826,56557
6327,2641
9835,7104
15795,11574
7179,12269
6176,552
41991,30273
5682,883
6771,2198
10664,443
35118,17034
60615,69860
747,18
2277,15554
1514,625
1638,17834
3220,30211
11910,10478
6518,12269
1411,5968
11397,24138
46052,8760
4685,3117
746,1157
217,7937
9551,553
6115,3498
1669,12302
1312,5514
21384,21381
229,295
39175,12359
24,61
8469,10905
90,45
4050,3138
5947,7253
1639,9362
5610,14727
4671,2031
7315,11578
3531,13947
4470,14108
19567,9875
3560,429
4345,2902
526,5932
1212,3586
2118,3234
1225,18346
1762,1108
46445,9016
50425,22232
21126,19220
11409,1033
1172,5791
137,6966
8731,7154
9174,9169
6102,1301
14377,4946
2193,22160
45375,8311
46039,10334
16692,1003
61,1255
2927,2110
2655,5719
645,108
787,137
13067,3234
1,27
7883,2123
17260,16999
18107,1398
10255,1522
11412,7928
381,395
2980,2958
22544,6965
352,780
4544,18765
7714,10498
8686,4945
11683,4005
72585,6871
8788,20570
25354,3887
27411,37359
425,372
1890,25
8113,3505
3138,1524
6761,790
34220,790
30453,3281
5639,34759
708,5869
3542,2115
5503,30434
18513,20853
18595,4024
16856,33739
35274,64575
1389,449
768,14449
4288,1991
50969,12668
191,999
9175,2985
11151,515
2814,71403
6906,590
4170,516
1225,2248
75302,72164
12273,12272
56292,18976
12947,2969
25834,25814
22159,6044
27689,61748
2367,83
10845,4037
3865,19519
3302,8164
12245,7630
5099,1814
368,7887
970,611
50123,11940
6491,3860
6074,3403
1665,1817
27266,2446
3519,10469
3379,558
9514,715
1655,2228
6728,6720
2037,773
4121,2212
5329,86
2487,195
9178,1360
11488,2637
9136,3999
2935,14772
9077,18
1346,2291
4187,1400
20772,44067
34337,27053
975,311
32797,7142
5947,14948
29484,3014
429,118
12387,763
6870,1635
2191,3867
5435,38823
1727,22855
1580,2270
4017,63424
2964,5640
1596,8307
2643,135
4010,18
905,5441
1247,1190
33993,4120
3706,3431
42181,6781
5248,9324
682,3361
7427,45549
73822,4412
42803,13585
2509,2234
400,83
2729,357
2680,1589
11526,1630
5228,7368
7549,1399
320,3249
25258,13419
704,2933
1202,35
11755,20767
13562,4416
5832,1885
41692,59784
6945,1172
4093,33857
2789,2904
3144,6431
2084,1532
48443,10649
25085,17556
5916,124
4676,9248
64349,34549
61187,26161
60,445
492,102
46223,8864
2505,12245
68696,53153
22712,19358
629,15024
7422,33181
8788,13832
8058,735
62392,29319
2960,1906
19731,19743
13551,431
10438,429
2648,2161
6346,301
29687,3077
1228,4051
3487,4870
972,1712
27218,27223
1645,14580
5642,71382
5499,2647
3924,22776
5175,395
4949,4343
6171,1397
3173,849
4959,37009
10673,981
14483,3138
8973,25985
5885,824
245,3053
32463,3787
21043,4260
73062,1918
11777,25738
28095,14816
2405,8233
62362,70091
2641,18
5243,4336
8288,17229
1509,20512
358,1636
1289,18377
47166,67523
2820,989
16957,4596
1476,909
63,3479
3159,5671
5425,19331
44141,12571
10064,18
10591,438
14729,5606
2080,2648
3517,2811
2061,2233
2565,763
2538,6038
3766,469
4910,3103
65582,329
36999,5488
2990,726
9645,2047
43043,40761
16279,2101
51678,13181
3869,1692
1503,20444
3075,17922
12974,101
4650,67
10505,48268
14991,1191
